H7,S10
H7,S8
H1,S10
H1,S5
H1,S3
H1,S9
H1,S13
H1,S4
H1,S14
H1,S8
H1,S2
H1,S11
H6,S10
H6,S3
H6,S4
H5,S7
H5,S5
H5,S3
H5,S15
H5,S13
H5,S4
H5,S2
H5,S11
H2,S12
H2,S9
H2,S15
H2,S14
H2,S2
H2,S6
H11,S10
H11,S2
H4,S7
H4,S5
H4,S1
H4,S13
H4,S14
H4,S11
H4,S6
H12,S14
H14,S12
H10,S3
H10,S13
H10,S2
H9,S5
H9,S4
H9,S8
H3,S4
H3,S8
H13,S3
H8,S10
H8,S7
H8,S3
H8,S9
H8,S8
H8,S11
