H1,H4
H1,H13
H1,H3
H1,H12
H1,H5
H1,H8
H1,H10
H1,H7
H1,H9
H1,H11
H1,H2
H1,H6
H3,H5
H3,H8
H3,H7
H3,H9
H3,H6
H4,H12
H4,H5
H4,H8
H4,H10
H4,H9
H4,H2
H13,H5
H13,H8
H13,H10
H13,H6
H12,H2
H5,H8
H5,H10
H5,H9
H5,H11
H5,H2
H5,H6
H8,H10
H8,H7
H8,H9
H8,H11
H8,H2
H8,H6
H10,H11
H10,H2
H10,H6
H7,H9
H7,H11
H7,H6
H14,H2
H9,H6
H11,H2
H11,H6
